,DATE,EQUIPE1,EQUIPE2,SCORE1,SCORE2
15333,2020-01-02,Warriors,Timberwolves,84,99
15334,2020-01-02,Nets,Mavericks,111,123
15335,2020-01-02,Thunder,Spurs,109,103
15336,2020-01-02,Grizzlies,Kings,123,128
15337,2020-01-02,Pistons,Clippers,112,126
15338,2020-01-03,Hawks,Celtics,106,109
15339,2020-01-03,Heat,Magic,85,105
15340,2020-01-03,Trail Blazers,Wizards,122,103
15341,2020-01-03,76ers,Rockets,108,118
15342,2020-01-03,Knicks,Suns,112,120
15343,2020-01-03,Pelicans,Lakers,113,123
15344,2020-01-04,Grizzlies,Clippers,140,114
15345,2020-01-04,Raptors,Nets,121,102
15346,2020-01-04,Jazz,Magic,109,96
15347,2020-01-04,Pacers,Hawks,111,116
15348,2020-01-04,Thunder,Cavaliers,121,106
15349,2020-01-04,Nuggets,Wizards,114,128
15350,2020-01-04,Celtics,Bulls,111,104
15351,2020-01-04,Hornets,Mavericks,123,120
15352,2020-01-04,Spurs,Bucks,118,127
15353,2020-01-04,Pistons,Warriors,111,104
15354,2020-01-04,Pelicans,Kings,117,115
15355,2020-01-05,Knicks,Clippers,132,135
15356,2020-01-05,Trail Blazers,Heat,111,122
15357,2020-01-05,Timberwolves,Cavaliers,118,103
15358,2020-01-05,Grizzlies,Suns,121,114
15359,2020-01-05,Pistons,Lakers,99,106
15360,2020-01-06,Pacers,Hornets,115,104
15361,2020-01-06,Nets,Magic,89,101
15362,2020-01-06,Thunder,76ers,113,120
15363,2020-01-06,Celtics,Wizards,94,99
15364,2020-01-06,Nuggets,Hawks,123,115
15365,2020-01-06,Jazz,Pelicans,128,126
15366,2020-01-06,Bulls,Mavericks,110,118
15367,2020-01-06,Bucks,Spurs,104,126
15368,2020-01-06,Warriors,Kings,98,111
15369,2020-01-07,Pistons,Cavaliers,115,113
15370,2020-01-07,Trail Blazers,Raptors,101,99
15371,2020-01-07,Thunder,Nets,111,103
15372,2020-01-07,Timberwolves,Grizzlies,112,119
15373,2020-01-07,Kings,Suns,114,103
15374,2020-01-07,Knicks,Lakers,87,117
15375,2020-01-08,Spurs,Celtics,129,114
15376,2020-01-08,Raptors,Hornets,112,110
15377,2020-01-08,Heat,Pacers,122,108
15378,2020-01-08,Wizards,Magic,89,123
15379,2020-01-08,Rockets,Hawks,122,115
15380,2020-01-08,Nuggets,Mavericks,107,106
15381,2020-01-08,Bulls,Pelicans,108,123
15382,2020-01-08,Knicks,Jazz,104,128
15383,2020-01-08,Bucks,Warriors,107,98
15384,2020-01-09,Cavaliers,Pistons,115,112
15385,2020-01-09,Celtics,76ers,98,109
15386,2020-01-09,Trail Blazers,Timberwolves,102,116
15387,2020-01-09,Rockets,Thunder,92,113
15388,2020-01-10,Hawks,Wizards,101,111
15389,2020-01-10,Pelicans,Knicks,123,111
15390,2020-01-10,Heat,Nets,113,117
15391,2020-01-10,Pacers,Bulls,116,105
15392,2020-01-10,Spurs,Grizzlies,121,134
15393,2020-01-10,Magic,Suns,94,98
15394,2020-01-10,Hornets,Jazz,92,109
15395,2020-01-10,Lakers,Mavericks,129,114
15396,2020-01-10,Bucks,Kings,127,106
15397,2020-01-10,Warriors,Clippers,100,109
15398,2020-01-11,Timberwolves,Rockets,109,139
15399,2020-01-11,Pelicans,Celtics,105,140
15400,2020-01-11,Bulls,Pistons,108,99
15401,2020-01-11,Lakers,Thunder,125,110
15402,2020-01-11,76ers,Mavericks,91,109
15403,2020-01-11,Cavaliers,Nuggets,111,103
15404,2020-01-11,Bucks,Trail Blazers,122,101
15405,2020-01-12,Heat,Knicks,121,124
15406,2020-01-12,Jazz,Wizards,127,116
15407,2020-01-12,Hawks,Nets,86,108
15408,2020-01-12,Spurs,Raptors,105,104
15409,2020-01-12,Warriors,Grizzlies,102,122
15410,2020-01-12,Clippers,Nuggets,104,114
15411,2020-01-12,Hornets,Suns,92,100
15412,2020-01-13,Pelicans,Pistons,117,110
15413,2020-01-13,76ers,Pacers,95,101
15414,2020-01-13,Bulls,Celtics,101,113
15415,2020-01-13,Thunder,Timberwolves,117,104
15416,2020-01-13,Hornets,Trail Blazers,112,115
15417,2020-01-13,Magic,Kings,114,112
15418,2020-01-13,Cavaliers,Lakers,99,128
15419,2020-01-14,Suns,Hawks,110,123
15420,2020-01-14,Jazz,Nets,118,107
15421,2020-01-14,Rockets,Grizzlies,110,121
15422,2020-01-14,Knicks,Bucks,102,128
15423,2020-01-14,Mavericks,Warriors,124,97
15424,2020-01-14,Cavaliers,Clippers,103,128
15425,2020-01-15,Pistons,Celtics,116,103
15426,2020-01-15,Nets,76ers,106,117
15427,2020-01-15,Spurs,Heat,100,106
15428,2020-01-15,Wizards,Bulls,106,115
15429,2020-01-15,Pacers,Timberwolves,104,99
15430,2020-01-15,Raptors,Thunder,130,121
15431,2020-01-15,Hornets,Nuggets,86,100
15432,2020-01-15,Trail Blazers,Rockets,117,107
15433,2020-01-15,Mavericks,Kings,127,123
15434,2020-01-15,Magic,Lakers,119,118
15435,2020-01-16,Suns,Knicks,121,98
15436,2020-01-16,Celtics,Bucks,123,128
15437,2020-01-16,Jazz,Pelicans,132,138
15438,2020-01-16,Nuggets,Warriors,134,131
15439,2020-01-16,Magic,Clippers,95,122
15440,2020-01-17,Timberwolves,Pacers,114,116
15441,2020-01-17,Bulls,76ers,89,100
15442,2020-01-17,Wizards,Raptors,111,140
15443,2020-01-17,Cavaliers,Grizzlies,109,113
15444,2020-01-17,Heat,Thunder,115,108
15445,2020-01-17,Hawks,Spurs,121,120
15446,2020-01-17,Trail Blazers,Mavericks,112,120
15447,2020-01-18,Clippers,Pelicans,133,130
15448,2020-01-18,Bucks,Nets,117,97
15449,2020-01-18,Suns,Celtics,123,119
15450,2020-01-18,Pistons,Hawks,136,103
15451,2020-01-18,76ers,Knicks,90,87
15452,2020-01-18,Cavaliers,Bulls,116,118
15453,2020-01-18,Raptors,Timberwolves,122,112
15454,2020-01-18,Lakers,Rockets,124,115
15455,2020-01-18,Magic,Warriors,95,109
15456,2020-01-18,Trail Blazers,Thunder,106,119
15457,2020-01-18,Kings,Jazz,101,123
15458,2020-01-19,Heat,Spurs,102,107
15459,2020-01-19,Pacers,Nuggets,115,107
15460,2020-01-20,Pistons,Wizards,100,106
15461,2020-01-20,Raptors,Hawks,122,117
15462,2020-01-20,76ers,Nets,117,111
15463,2020-01-20,Magic,Hornets,106,83
15464,2020-01-20,Knicks,Cavaliers,106,86
15465,2020-01-20,Kings,Heat,113,118
15466,2020-01-20,Thunder,Rockets,112,107
15467,2020-01-20,Pelicans,Grizzlies,126,116
15468,2020-01-20,Bulls,Bucks,98,111
15469,2020-01-20,Lakers,Celtics,107,139
15470,2020-01-20,Nuggets,Timberwolves,107,100
15471,2020-01-20,Spurs,Suns,120,118
15472,2020-01-20,Pacers,Jazz,88,118
15473,2020-01-20,Warriors,Trail Blazers,124,129
15474,2020-01-21,Clippers,Mavericks,110,107
15475,2020-01-22,Kings,Pistons,106,127
15476,2020-01-22,Thunder,Magic,120,114
15477,2020-01-22,76ers,Raptors,95,107
15478,2020-01-22,Clippers,Hawks,95,102
15479,2020-01-22,Grizzlies,Celtics,95,119
15480,2020-01-22,Wizards,Heat,129,134
15481,2020-01-22,Lakers,Knicks,100,92
15482,2020-01-22,Timberwolves,Bulls,110,117
15483,2020-01-22,Nuggets,Rockets,105,121
15484,2020-01-22,Pacers,Suns,112,87
15485,2020-01-22,Spurs,Pelicans,121,117
15486,2020-01-22,Jazz,Warriors,129,96
15487,2020-01-23,Wizards,Cavaliers,124,112
15488,2020-01-23,Lakers,Nets,128,113
15489,2020-01-23,Mavericks,Trail Blazers,133,125
15490,2020-01-24,Bucks,Hornets,116,103
15491,2020-01-24,Grizzlies,Pistons,125,112
15492,2020-01-24,Celtics,Magic,109,98
15493,2020-01-24,Raptors,Knicks,118,112
15494,2020-01-24,Clippers,Heat,122,117
15495,2020-01-24,Kings,Bulls,98,81
15496,2020-01-24,Rockets,Timberwolves,131,124
15497,2020-01-24,Nuggets,Pelicans,113,106
15498,2020-01-24,Hawks,Thunder,111,140
15499,2020-01-24,Suns,Spurs,103,99
15500,2020-01-24,Pacers,Warriors,129,118
15501,2020-01-25,Mavericks,Jazz,107,112
15502,2020-01-25,Nets,Pistons,121,111
15503,2020-01-25,Bulls,Cavaliers,118,106
15504,2020-01-25,Thunder,Timberwolves,113,104
15505,2020-01-25,Lakers,76ers,91,108
15506,2020-01-26,Rockets,Nuggets,110,117
15507,2020-01-26,Raptors,Spurs,110,106
15508,2020-01-26,Wizards,Hawks,133,152
15509,2020-01-26,Nets,Knicks,97,110
15510,2020-01-26,Clippers,Magic,112,97
15511,2020-01-26,Suns,Grizzlies,109,114
15512,2020-01-26,Celtics,Pelicans,108,123
15513,2020-01-26,Pacers,Trail Blazers,129,139
15514,2020-01-27,Cavaliers,Pistons,115,100
15515,2020-01-27,Magic,Heat,92,113
15516,2020-01-27,Spurs,Bulls,109,110
15517,2020-01-27,Kings,Timberwolves,133,129
15518,2020-01-27,Mavericks,Thunder,107,97
15519,2020-01-27,Rockets,Jazz,126,117
15520,2020-01-28,Knicks,Hornets,92,97
15521,2020-01-28,Warriors,76ers,104,115
15522,2020-01-28,Pelicans,Cavaliers,125,111
15523,2020-01-28,Hawks,Raptors,114,130
15524,2020-01-28,Celtics,Heat,109,101
15525,2020-01-28,Nuggets,Grizzlies,96,104
15526,2020-01-28,Wizards,Bucks,131,151
15527,2020-01-28,Suns,Mavericks,133,104
15528,2020-01-29,Bulls,Pacers,106,115
15529,2020-01-29,Pistons,Nets,115,125
15530,2020-01-29,Grizzlies,Knicks,127,106
15531,2020-01-29,Jazz,Spurs,120,127
15532,2020-01-29,Rockets,Trail Blazers,112,125
15533,2020-01-29,Thunder,Kings,120,100
15534,2020-01-30,Raptors,Cavaliers,115,109
15535,2020-01-30,Hornets,Wizards,107,121
15536,2020-01-30,76ers,Hawks,117,127
15537,2020-01-30,Warriors,Celtics,104,119
15538,2020-01-30,Jazz,Nuggets,100,106
15539,2020-01-30,Kings,Clippers,124,103
15540,2020-01-31,Raptors,Pistons,105,92
15541,2020-01-31,Bulls,Nets,118,133
15542,2020-01-31,Mavericks,Rockets,121,128
15543,2020-01-31,Grizzlies,Pelicans,111,139
15544,2020-01-31,Nuggets,Bucks,127,115
15545,2020-01-31,Thunder,Suns,111,107
15546,2020-01-31,Trail Blazers,Lakers,127,119
15547,2020-02-01,Timberwolves,Clippers,106,118
15548,2020-02-01,Knicks,Pacers,92,85
15549,2020-02-01,Heat,Magic,102,89
15550,2020-02-01,Warriors,Cavaliers,131,112
15551,2020-02-01,Nets,Wizards,107,113
15552,2020-02-01,76ers,Celtics,95,116
15553,2020-02-01,Hawks,Mavericks,100,123
15554,2020-02-01,Hornets,Spurs,90,114
15555,2020-02-01,Lakers,Kings,129,113
15556,2020-02-01,Jazz,Trail Blazers,107,124
15557,2020-02-02,Nuggets,Pistons,123,128
15558,2020-02-02,Pelicans,Rockets,109,117
15559,2020-02-02,Suns,Bucks,108,129
15560,2020-02-02,Bulls,Raptors,102,129
15561,2020-02-03,Magic,Hornets,112,100
15562,2020-02-03,Knicks,Cavaliers,139,134
15563,2020-02-03,Mavericks,Pacers,112,103
15564,2020-02-03,Warriors,Wizards,125,117
15565,2020-02-03,Celtics,Hawks,123,115
15566,2020-02-03,Suns,Nets,97,119
15567,2020-02-03,76ers,Heat,106,137
15568,2020-02-03,Pistons,Grizzlies,82,96
15569,2020-02-03,Timberwolves,Kings,109,113
15570,2020-02-03,Spurs,Clippers,105,108
15571,2020-02-04,Bucks,Pelicans,120,108
15572,2020-02-04,Hornets,Rockets,110,125
15573,2020-02-04,Trail Blazers,Nuggets,99,127
15574,2020-02-04,Spurs,Lakers,102,129
15575,2020-02-05,Suns,Pistons,108,116
15576,2020-02-05,Magic,Celtics,100,116
15577,2020-02-05,Warriors,Nets,88,129
15578,2020-02-05,Pacers,Raptors,118,119
15579,2020-02-05,Hawks,Timberwolves,127,120
15580,2020-02-05,Cavaliers,Thunder,103,109
15581,2020-02-05,Grizzlies,Mavericks,121,107
15582,2020-02-05,Nuggets,Jazz,98,95
15583,2020-02-05,Heat,Clippers,111,128
15584,2020-02-06,Magic,Knicks,103,105
15585,2020-02-06,Pelicans,Bulls,125,119
15586,2020-02-06,76ers,Bucks,101,112
15587,2020-02-06,Spurs,Trail Blazers,117,125
15588,2020-02-06,Rockets,Lakers,121,111
15589,2020-02-07,Grizzlies,76ers,107,119
15590,2020-02-07,Mavericks,Wizards,118,119
15591,2020-02-07,Hawks,Celtics,107,112
15592,2020-02-07,Raptors,Pacers,115,106
15593,2020-02-07,Pistons,Thunder,101,108
15594,2020-02-07,Rockets,Suns,91,127
15595,2020-02-07,Heat,Kings,97,105
