,DATE,EQUIPE1,EQUIPE2,SCORE1,SCORE2
1478,2010-01-06,Celtics,Heat,112,106
1479,2010-01-06,Warriors,Timberwolves,107,101
1480,2010-01-06,Hornets,Thunder,97,92
1481,2010-01-06,Pistons,Spurs,92,112
1482,2010-01-06,Rockets,Suns,110,118
1483,2010-01-06,Grizzlies,Jazz,94,117
1484,2010-01-06,Lakers,Clippers,91,102
1485,2010-01-07,Bobcats,Knicks,93,97
1486,2010-01-08,Raptors,76ers,108,106
1487,2010-01-08,Magic,Wizards,97,104
1488,2010-01-08,Celtics,Hawks,85,93
1489,2010-01-08,Jazz,Grizzlies,89,91
1490,2010-01-08,Pacers,Timberwolves,109,116
1491,2010-01-08,Nets,Hornets,99,103
1492,2010-01-08,Bulls,Bucks,93,96
1493,2010-01-08,Mavericks,Spurs,112,103
1494,2010-01-08,Heat,Suns,109,105
1495,2010-01-08,Lakers,Trail Blazers,98,107
1496,2010-01-08,Cavaliers,Nuggets,97,99
1497,2010-01-08,Kings,Warriors,101,108
1498,2010-01-09,Grizzlies,Bobcats,87,89
1499,2010-01-09,Hawks,Magic,81,113
1500,2010-01-09,76ers,Pistons,104,94
1501,2010-01-09,Timberwolves,Bulls,96,110
1502,2010-01-09,Pacers,Thunder,102,108
1503,2010-01-09,Jazz,Mavericks,111,93
1504,2010-01-09,Knicks,Rockets,96,105
1505,2010-01-09,Nuggets,Kings,100,102
1506,2010-01-10,Celtics,Raptors,114,107
1507,2010-01-10,Hornets,Wizards,115,112
1508,2010-01-10,Heat,Clippers,84,94
1509,2010-01-10,Nets,Spurs,85,97
1510,2010-01-10,Cavaliers,Trail Blazers,106,94
1511,2010-01-10,Bucks,Lakers,77,95
1512,2010-01-11,Raptors,Pacers,101,105
1513,2010-01-11,Hornets,76ers,92,96
1514,2010-01-11,Hawks,Celtics,102,96
1515,2010-01-11,Pistons,Bulls,87,120
1516,2010-01-11,Knicks,Thunder,88,106
1517,2010-01-11,Timberwolves,Nuggets,94,105
1518,2010-01-11,Bucks,Suns,101,105
1519,2010-01-11,Heat,Jazz,89,118
1520,2010-01-11,Cavaliers,Warriors,117,114
1521,2010-01-12,Rockets,Bobcats,94,102
1522,2010-01-12,Pistons,Wizards,99,90
1523,2010-01-12,Clippers,Grizzlies,102,104
1524,2010-01-12,Lakers,Spurs,85,105
1525,2010-01-12,Magic,Kings,109,88
1526,2010-01-13,Wizards,Hawks,82,94
1527,2010-01-13,Suns,Pacers,114,122
1528,2010-01-13,Knicks,76ers,93,92
1529,2010-01-13,Celtics,Nets,111,87
1530,2010-01-13,Clippers,Hornets,94,108
1531,2010-01-13,Spurs,Thunder,109,108
1532,2010-01-13,Lakers,Mavericks,100,95
1533,2010-01-13,Timberwolves,Rockets,114,120
1534,2010-01-13,Magic,Nuggets,97,115
1535,2010-01-13,Bucks,Trail Blazers,108,120
1536,2010-01-13,Heat,Warriors,115,102
1537,2010-01-14,Bulls,Celtics,96,83
1538,2010-01-14,Cavaliers,Jazz,96,97
1539,2010-01-15,Spurs,Bobcats,76,92
1540,2010-01-15,Kings,76ers,86,98
1541,2010-01-15,Suns,Hawks,101,102
1542,2010-01-15,Wizards,Bulls,119,121
1543,2010-01-15,Hornets,Pistons,104,110
1544,2010-01-15,Timberwolves,Grizzlies,110,135
1545,2010-01-15,Pacers,Nets,121,105
1546,2010-01-15,Raptors,Knicks,112,104
1547,2010-01-15,Thunder,Mavericks,98,99
1548,2010-01-15,Heat,Rockets,115,106
1549,2010-01-15,Bucks,Warriors,113,104
1550,2010-01-15,Clippers,Lakers,86,126
1551,2010-01-15,Magic,Trail Blazers,87,102
1552,2010-01-16,Hornets,Pacers,101,96
1553,2010-01-16,Suns,Bobcats,99,125
1554,2010-01-16,Kings,Wizards,86,96
1555,2010-01-16,Knicks,Pistons,90,94
1556,2010-01-16,Spurs,Grizzlies,86,92
1557,2010-01-16,Heat,Thunder,80,98
1558,2010-01-16,Bucks,Jazz,95,112
1559,2010-01-16,Cavaliers,Clippers,102,101
1560,2010-01-17,Mavericks,Raptors,88,110
1561,2010-01-17,Jazz,Nuggets,112,119
1562,2010-01-18,Pistons,Knicks,91,99
1563,2010-01-18,Trail Blazers,Wizards,92,97
1564,2010-01-18,Thunder,Hawks,94,91
1565,2010-01-18,Kings,Bobcats,103,105
1566,2010-01-18,Bucks,Rockets,98,101
1567,2010-01-18,Nets,Clippers,95,106
1568,2010-01-18,76ers,Timberwolves,103,108
1569,2010-01-18,Spurs,Hornets,97,90
1570,2010-01-18,Bulls,Warriors,97,114
1571,2010-01-18,Suns,Grizzlies,118,125
1572,2010-01-18,Mavericks,Celtics,99,90
1573,2010-01-18,Magic,Lakers,92,98
1574,2010-01-19,Raptors,Cavaliers,100,108
1575,2010-01-19,Pacers,Heat,83,113
1576,2010-01-20,Kings,Hawks,97,108
1577,2010-01-20,Heat,Bobcats,65,104
1578,2010-01-20,Pacers,Magic,98,109
1579,2010-01-20,Trail Blazers,76ers,98,90
1580,2010-01-20,Mavericks,Wizards,94,93
1581,2010-01-20,Celtics,Pistons,86,92
1582,2010-01-20,Raptors,Bucks,107,113
1583,2010-01-20,Thunder,Timberwolves,94,92
1584,2010-01-20,Grizzlies,Hornets,111,113
1585,2010-01-20,Nets,Suns,94,118
1586,2010-01-20,Jazz,Spurs,105,98
1587,2010-01-20,Nuggets,Warriors,123,118
1588,2010-01-20,Bulls,Clippers,97,104
1589,2010-01-21,Lakers,Cavaliers,87,93
1590,2010-01-21,Clippers,Nuggets,85,105
1591,2010-01-22,Kings,Magic,84,100
1592,2010-01-22,Mavericks,76ers,81,92
1593,2010-01-22,Bucks,Raptors,96,101
1594,2010-01-22,Heat,Wizards,112,88
1595,2010-01-22,Bobcats,Hawks,89,103
1596,2010-01-22,Trail Blazers,Celtics,95,98
1597,2010-01-22,Pacers,Pistons,105,93
1598,2010-01-22,Thunder,Grizzlies,84,86
1599,2010-01-22,Hornets,Timberwolves,96,94
1600,2010-01-22,Lakers,Knicks,115,105
1601,2010-01-22,Rockets,Spurs,116,109
1602,2010-01-22,Nets,Warriors,79,111
1603,2010-01-22,Bulls,Suns,115,104
1604,2010-01-23,Magic,Bobcats,106,95
1605,2010-01-23,76ers,Pacers,107,97
1606,2010-01-23,Thunder,Cavaliers,99,100
1607,2010-01-23,Trail Blazers,Pistons,97,93
1608,2010-01-23,Kings,Heat,84,115
1609,2010-01-23,Bulls,Rockets,104,97
1610,2010-01-23,Timberwolves,Bucks,94,127
1611,2010-01-23,Hornets,Nuggets,110,116
1612,2010-01-23,Warriors,Suns,103,112
1613,2010-01-23,Nets,Jazz,83,116
1614,2010-01-24,Mavericks,Knicks,128,78
1615,2010-01-24,Clippers,Wizards,92,78
1616,2010-01-24,Lakers,Raptors,105,106
1617,2010-01-25,Pacers,76ers,109,98
1618,2010-01-25,Clippers,Celtics,89,95
1619,2010-01-25,Cavaliers,Heat,92,91
1620,2010-01-25,Magic,Grizzlies,94,99
1621,2010-01-25,Hawks,Rockets,102,95
1622,2010-01-25,Bulls,Spurs,98,93
1623,2010-01-25,Bobcats,Nuggets,93,104
1624,2010-01-25,Suns,Jazz,115,124
1625,2010-01-25,Hornets,Trail Blazers,98,97
1626,2010-01-26,Lakers,Wizards,115,103
1627,2010-01-26,Timberwolves,Knicks,105,132
1628,2010-01-26,Bucks,Mavericks,107,108
1629,2010-01-26,Bobcats,Suns,114,109
1630,2010-01-26,Warriors,Kings,96,99
1631,2010-01-27,Timberwolves,Cavaliers,95,109
1632,2010-01-27,Lakers,Pacers,118,96
1633,2010-01-27,Heat,Raptors,103,111
1634,2010-01-27,Grizzlies,Pistons,99,93
1635,2010-01-27,Clippers,Nets,87,103
1636,2010-01-27,76ers,Bucks,88,91
1637,2010-01-27,Bulls,Thunder,96,86
1638,2010-01-27,Nuggets,Rockets,97,92
1639,2010-01-27,Hawks,Spurs,90,105
1640,2010-01-27,Jazz,Trail Blazers,106,95
1641,2010-01-27,Hornets,Warriors,123,110
1642,2010-01-28,Raptors,Knicks,106,104
1643,2010-01-28,Celtics,Magic,94,96
1644,2010-01-28,Mavericks,Suns,106,112
1645,2010-01-29,Cavaliers,Pacers,94,73
1646,2010-01-29,Lakers,76ers,99,91
1647,2010-01-29,Celtics,Hawks,91,100
1648,2010-01-29,Heat,Pistons,92,65
1649,2010-01-29,Clippers,Timberwolves,97,111
1650,2010-01-29,Wizards,Nets,81,79
1651,2010-01-29,Bulls,Hornets,108,106
1652,2010-01-29,Nuggets,Thunder,84,101
1653,2010-01-29,Trail Blazers,Rockets,100,104
1654,2010-01-29,Grizzlies,Spurs,97,104
1655,2010-01-29,Kings,Jazz,94,101
1656,2010-01-29,Bobcats,Warriors,121,110
1657,2010-01-30,Hawks,Magic,86,104
1658,2010-01-30,Hornets,Grizzlies,109,102
1659,2010-01-30,Knicks,Wizards,96,106
1660,2010-01-30,Heat,Bucks,84,95
1661,2010-01-30,Trail Blazers,Mavericks,114,112
1662,2010-01-30,Bobcats,Kings,103,96
1663,2010-01-31,Nuggets,Spurs,103,89
1664,2010-01-31,Lakers,Celtics,90,89
1665,2010-01-31,Clippers,Cavaliers,89,114
1666,2010-01-31,Magic,Pistons,91,86
1667,2010-01-31,76ers,Nets,83,79
1668,2010-01-31,Pacers,Raptors,102,117
1669,2010-01-31,Suns,Rockets,115,111
1670,2010-01-31,Knicks,Timberwolves,91,112
1671,2010-01-31,Warriors,Thunder,104,112
1672,2010-02-01,Celtics,Wizards,99,88
1673,2010-02-01,Bucks,Heat,97,81
1674,2010-02-01,Lakers,Grizzlies,93,95
1675,2010-02-01,Suns,Hornets,109,100
1676,2010-02-01,Kings,Nuggets,109,112
1677,2010-02-01,Mavericks,Jazz,92,104
1678,2010-02-01,Bobcats,Trail Blazers,79,98
1679,2010-02-02,Grizzlies,Cavaliers,89,105
1680,2010-02-02,Raptors,Pacers,115,130
1681,2010-02-02,Bucks,Magic,82,99
1682,2010-02-02,Pistons,Nets,97,93
1683,2010-02-02,Clippers,Bulls,90,82
1684,2010-02-02,Hawks,Thunder,99,106
1685,2010-02-02,Warriors,Rockets,97,119
1686,2010-02-03,Clippers,Hawks,97,103
1687,2010-02-03,Bulls,76ers,103,106
1688,2010-02-03,Nets,Raptors,99,108
1689,2010-02-03,Wizards,Knicks,85,107
1690,2010-02-03,Heat,Celtics,102,107
1691,2010-02-03,Thunder,Hornets,103,99
1692,2010-02-03,Warriors,Mavericks,101,110
1693,2010-02-03,Trail Blazers,Jazz,105,118
1694,2010-02-03,Spurs,Kings,115,113
1695,2010-02-03,Suns,Nuggets,109,97
1696,2010-02-03,Bobcats,Lakers,97,99
1697,2010-02-04,Heat,Cavaliers,86,102
1698,2010-02-04,Spurs,Trail Blazers,93,96
1699,2010-02-05,Pistons,Pacers,83,107
1700,2010-02-05,Wizards,Magic,92,91
1701,2010-02-05,Nets,Celtics,87,96
1702,2010-02-05,Bucks,Knicks,114,107
1703,2010-02-05,Bulls,Hawks,81,91
1704,2010-02-05,Rockets,Grizzlies,101,83
1705,2010-02-05,76ers,Hornets,101,94
1706,2010-02-05,Timberwolves,Mavericks,117,108
1707,2010-02-05,Suns,Kings,114,102
1708,2010-02-05,Nuggets,Lakers,126,113
1709,2010-02-06,Hornets,Bobcats,104,99
1710,2010-02-06,Knicks,Cavaliers,106,113
1711,2010-02-06,Nets,Pistons,92,99
1712,2010-02-06,Heat,Bulls,91,95
1713,2010-02-06,Grizzlies,Timberwolves,102,109
1714,2010-02-06,76ers,Rockets,102,95
1715,2010-02-06,Pacers,Bucks,81,93
1716,2010-02-06,Nuggets,Jazz,106,116
1717,2010-02-06,Lakers,Trail Blazers,99,82
1718,2010-02-06,Thunder,Warriors,104,95
1719,2010-02-06,Spurs,Clippers,98,81
1720,2010-02-07,Kings,Raptors,104,115
1721,2010-02-07,Magic,Celtics,96,89
1722,2010-02-08,Hornets,Magic,117,123
1723,2010-02-08,Mavericks,Warriors,127,117
1724,2010-02-08,Spurs,Lakers,89,101
1725,2010-02-09,Wizards,Bobcats,92,94
1726,2010-02-09,Nets,Cavaliers,97,104
1727,2010-02-09,Bulls,Pacers,109,101
1728,2010-02-09,Timberwolves,76ers,97,119
1729,2010-02-09,Rockets,Heat,66,99
1730,2010-02-09,Kings,Knicks,118,114
1731,2010-02-09,Hawks,Grizzlies,108,94
1732,2010-02-09,Pistons,Bucks,93,81
1733,2010-02-09,Mavericks,Nuggets,91,127
1734,2010-02-09,Thunder,Trail Blazers,89,77
1735,2010-02-09,Jazz,Clippers,109,99
1736,2010-02-10,Heat,Hawks,94,76
1737,2010-02-10,76ers,Raptors,93,104
1738,2010-02-10,Kings,Pistons,103,97
1739,2010-02-10,Bucks,Nets,97,77
1740,2010-02-10,Magic,Bulls,107,87
1741,2010-02-10,Bobcats,Timberwolves,93,92
1742,2010-02-10,Celtics,Hornets,85,93
1743,2010-02-10,Trail Blazers,Suns,108,101
1744,2010-02-10,Lakers,Jazz,96,81
1745,2010-02-10,Clippers,Warriors,102,132
1746,2010-02-11,Magic,Cavaliers,106,115
1747,2010-02-11,Spurs,Nuggets,111,92
1748,2010-02-12,Dallas,West,37,42
1749,2010-02-12,Rookies,Sophomores,140,128
1750,2010-02-14,East,West,141,139
1751,2010-02-16,Nets,Bobcats,103,94
1752,2010-02-16,Heat,76ers,105,78
1753,2010-02-16,Timberwolves,Pistons,85,108
1754,2010-02-16,Knicks,Bulls,85,118
1755,2010-02-16,Suns,Grizzlies,109,95
1756,2010-02-16,Mavericks,Thunder,86,99
1757,2010-02-16,Jazz,Rockets,104,95
1758,2010-02-16,Clippers,Trail Blazers,87,109
1759,2010-02-16,Celtics,Kings,95,92
1760,2010-02-16,Warriors,Lakers,94,104
1761,2010-02-17,Spurs,Pacers,90,87
1762,2010-02-17,Pistons,Magic,91,116
1763,2010-02-17,Grizzlies,Raptors,109,102
1764,2010-02-17,Timberwolves,Wizards,99,108
1765,2010-02-17,Heat,Nets,87,84
1766,2010-02-17,Bulls,Knicks,115,109
1767,2010-02-17,Rockets,Bucks,127,99
1768,2010-02-17,Jazz,Hornets,98,90
1769,2010-02-17,Suns,Mavericks,97,107
1770,2010-02-17,Kings,Warriors,98,130
1771,2010-02-17,Hawks,Clippers,110,92
1772,2010-02-18,Nuggets,Cavaliers,118,116
1773,2010-02-18,Celtics,Lakers,87,86
1774,2010-02-19,Cavaliers,Bobcats,93,110
1775,2010-02-19,Spurs,76ers,94,106
1776,2010-02-19,Nuggets,Wizards,97,107
1777,2010-02-19,Bucks,Pistons,91,85
1778,2010-02-19,Heat,Grizzlies,100,87
1779,2010-02-19,Bulls,Timberwolves,100,94
1780,2010-02-19,Raptors,Nets,106,89
1781,2010-02-19,Pacers,Hornets,101,107
1782,2010-02-19,Mavericks,Magic,95,85
1783,2010-02-19,Hawks,Suns,80,88
1784,2010-02-19,Jazz,Warriors,100,89
1785,2010-02-19,Celtics,Trail Blazers,96,76
1786,2010-02-20,Wizards,Raptors,104,109
1787,2010-02-20,Thunder,Knicks,121,118
1788,2010-02-20,76ers,Bulls,90,122
1789,2010-02-20,Heat,Mavericks,91,97
1790,2010-02-20,Pacers,Rockets,125,115
1791,2010-02-20,Bobcats,Bucks,88,93
1792,2010-02-20,Kings,Clippers,89,99
1793,2010-02-21,Cavaliers,Magic,95,101
1794,2010-02-21,Celtics,Nuggets,105,114
1795,2010-02-21,Spurs,Pistons,101,109
1796,2010-02-21,Grizzlies,Nets,104,94
1797,2010-02-21,Thunder,Timberwolves,109,107
1798,2010-02-21,Rockets,Hornets,94,102
1799,2010-02-21,Hawks,Warriors,104,108
1800,2010-02-21,Kings,Suns,88,104
1801,2010-02-21,Jazz,Trail Blazers,93,89
1802,2010-02-22,Bulls,Wizards,95,101
1803,2010-02-22,Bucks,Knicks,83,67
1804,2010-02-22,Pacers,Mavericks,82,91
1805,2010-02-22,Hawks,Jazz,105,100
1806,2010-02-22,Bobcats,Clippers,94,98
1807,2010-02-23,Hornets,Cavaliers,95,105
1808,2010-02-23,Knicks,Celtics,106,110
1809,2010-02-23,Timberwolves,Heat,91,88
1810,2010-02-23,Trail Blazers,Nets,102,93
1811,2010-02-23,Lakers,Grizzlies,99,98
1812,2010-02-23,Suns,Thunder,104,102
1813,2010-02-23,Pistons,Kings,101,89
1814,2010-02-23,76ers,Warriors,110,102
1815,2010-02-24,Timberwolves,Hawks,92,98
1816,2010-02-24,Trail Blazers,Raptors,101,87
1817,2010-02-24,Grizzlies,Wizards,99,94
1818,2010-02-24,Pacers,Bulls,110,120
1819,2010-02-24,Hornets,Bucks,95,115
1820,2010-02-24,Magic,Rockets,110,92
1821,2010-02-24,Thunder,Spurs,87,95
1822,2010-02-24,Lakers,Mavericks,96,101
1823,2010-02-24,76ers,Suns,95,106
1824,2010-02-24,Bobcats,Jazz,93,102
1825,2010-02-24,Pistons,Clippers,91,97
1826,2010-02-25,Bucks,Pacers,112,110
1827,2010-02-25,Cavaliers,Celtics,108,88
1828,2010-02-25,Nuggets,Warriors,127,112
1829,2010-02-26,Cavaliers,Raptors,126,118
1830,2010-02-26,Knicks,Wizards,118,116
1831,2010-02-26,Mavericks,Hawks,111,103
1832,2010-02-26,Trail Blazers,Bulls,111,115
1833,2010-02-26,Bobcats,Grizzlies,93,89
1834,2010-02-26,Timberwolves,Thunder,92,109
1835,2010-02-26,Spurs,Rockets,104,109
1836,2010-02-26,Pistons,Nuggets,102,107
1837,2010-02-26,Clippers,Suns,112,125
1838,2010-02-26,Magic,Hornets,93,100
1839,2010-02-26,Jazz,Kings,99,103
1840,2010-02-26,76ers,Lakers,90,99
1841,2010-02-27,Nets,Celtics,104,96
1842,2010-02-27,Bucks,Heat,94,71
1843,2010-02-27,Bulls,Pacers,90,100
1844,2010-02-27,Grizzlies,Knicks,120,109
1845,2010-02-27,Trail Blazers,Timberwolves,110,91
1846,2010-02-27,Rockets,Jazz,110,133
1847,2010-02-27,Pistons,Warriors,88,95
1848,2010-02-28,Suns,Spurs,110,113
1849,2010-02-28,Nuggets,Lakers,89,95
1850,2010-02-28,Bucks,Hawks,102,106
1851,2010-02-28,Wizards,Nets,89,85
1852,2010-02-28,Raptors,Thunder,99,119
1853,2010-02-28,Heat,Magic,80,96
1854,2010-02-28,Clippers,Kings,92,97
1855,2010-02-28,Hornets,Mavericks,100,108
1856,2010-03-01,Mavericks,Bobcats,89,84
1857,2010-03-01,Knicks,Cavaliers,93,124
1858,2010-03-01,Magic,76ers,126,105
1859,2010-03-01,Hawks,Bulls,116,92
1860,2010-03-01,Trail Blazers,Grizzlies,103,93
1861,2010-03-01,Spurs,Hornets,106,92
1862,2010-03-01,Raptors,Rockets,92,116
1863,2010-03-01,Nuggets,Suns,85,101
1864,2010-03-01,Jazz,Clippers,104,108
1865,2010-03-02,Celtics,Pistons,105,100
1866,2010-03-02,Warriors,Heat,106,110
1867,2010-03-02,Kings,Thunder,107,113
1868,2010-03-02,Pacers,Lakers,99,122
1869,2010-03-03,76ers,Hawks,93,112
1870,2010-03-03,Warriors,Magic,90,117
1871,2010-03-03,Bobcats,Celtics,80,104
1872,2010-03-03,Cavaliers,Nets,111,92
1873,2010-03-03,Pistons,Knicks,104,128
1874,2010-03-03,Wizards,Bucks,87,100
1875,2010-03-03,Grizzlies,Hornets,104,100
1876,2010-03-03,Timberwolves,Mavericks,109,112
1877,2010-03-03,Kings,Rockets,84,81
1878,2010-03-03,Thunder,Nuggets,90,119
1879,2010-03-03,Pacers,Trail Blazers,79,102
1880,2010-03-03,Suns,Clippers,127,101
1881,2010-03-04,Grizzlies,Bulls,105,96
1882,2010-03-04,Lakers,Heat,111,114
1883,2010-03-04,Jazz,Suns,116,108
1884,2010-03-05,Lakers,Bobcats,83,98
1885,2010-03-05,Pistons,Cavaliers,92,99
1886,2010-03-05,Celtics,76ers,96,86
1887,2010-03-05,Knicks,Raptors,96,102
1888,2010-03-05,Bucks,Wizards,102,74
1889,2010-03-05,Warriors,Hawks,122,127
1890,2010-03-05,Magic,Nets,97,87
1891,2010-03-05,Kings,Mavericks,100,108
1892,2010-03-05,Pacers,Nuggets,114,122
1893,2010-03-05,Hornets,Spurs,91,102
1894,2010-03-05,Thunder,Clippers,104,87
1895,2010-03-06,Warriors,Bobcats,90,101
1896,2010-03-06,Hawks,Heat,94,100
1897,2010-03-06,Nets,Knicks,113,93
1898,2010-03-06,Mavericks,Bulls,122,116
1899,2010-03-06,Spurs,Grizzlies,102,92
1900,2010-03-06,Rockets,Timberwolves,112,98
1901,2010-03-06,Cavaliers,Bucks,85,92
1902,2010-03-06,Pacers,Suns,105,113
1903,2010-03-06,Clippers,Jazz,85,107
1904,2010-03-07,76ers,Raptors,114,101
1905,2010-03-07,Lakers,Magic,94,96
1906,2010-03-07,Rockets,Pistons,107,110
1907,2010-03-07,Wizards,Celtics,83,86
1908,2010-03-07,Thunder,Kings,108,102
1909,2010-03-07,Trail Blazers,Nuggets,106,118
1910,2010-03-08,Spurs,Cavaliers,95,97
1911,2010-03-08,Hawks,Knicks,98,99
1912,2010-03-08,Nets,Grizzlies,101,107
1913,2010-03-08,Mavericks,Timberwolves,125,112
1914,2010-03-08,Warriors,Hornets,131,135
1915,2010-03-09,Heat,Bobcats,78,83
1916,2010-03-09,76ers,Pacers,96,107
1917,2010-03-09,Clippers,Magic,87,113
1918,2010-03-09,Rockets,Wizards,96,88
1919,2010-03-09,Jazz,Bulls,132,108
1920,2010-03-09,Celtics,Bucks,84,86
1921,2010-03-09,Kings,Trail Blazers,81,88
1922,2010-03-09,Raptors,Lakers,107,109
1923,2010-03-10,Bobcats,76ers,102,87
1924,2010-03-10,Grizzlies,Celtics,111,91
1925,2010-03-10,Jazz,Pistons,115,104
1926,2010-03-10,Clippers,Heat,97,108
1927,2010-03-10,Nuggets,Timberwolves,110,102
1928,2010-03-10,Hornets,Thunder,83,98
1929,2010-03-10,Nets,Mavericks,87,96
1930,2010-03-10,Knicks,Spurs,87,97
1931,2010-03-10,Raptors,Kings,90,113
1932,2010-03-11,Hawks,Wizards,105,99
1933,2010-03-11,Bulls,Magic,82,111
1934,2010-03-11,Trail Blazers,Warriors,110,105
1935,2010-03-12,Clippers,Bobcats,98,106
1936,2010-03-12,Cavaliers,76ers,100,95
1937,2010-03-12,Pacers,Celtics,103,122
1938,2010-03-12,Bulls,Heat,95,108
1939,2010-03-12,Wizards,Pistons,87,101
1940,2010-03-12,Knicks,Grizzlies,112,119
1941,2010-03-12,Spurs,Timberwolves,103,85
1942,2010-03-12,Nuggets,Hornets,102,95
1943,2010-03-12,Nets,Thunder,102,104
1944,2010-03-12,Jazz,Bucks,87,95
1945,2010-03-12,Lakers,Suns,102,96
1946,2010-03-12,Trail Blazers,Kings,110,94
1947,2010-03-13,Pistons,Hawks,99,112
1948,2010-03-13,Magic,Wizards,109,95
1949,2010-03-13,Nuggets,Grizzlies,125,108
1950,2010-03-13,Knicks,Mavericks,128,94
1951,2010-03-13,Nets,Rockets,108,116
1952,2010-03-13,Clippers,Spurs,88,118
1953,2010-03-13,Raptors,Warriors,112,124
1954,2010-03-14,Pacers,Bucks,94,98
1955,2010-03-14,Celtics,Cavaliers,93,104
1956,2010-03-14,76ers,Heat,91,104
1957,2010-03-14,Bobcats,Magic,96,89
1958,2010-03-14,Jazz,Thunder,111,119
1959,2010-03-14,Hornets,Suns,106,120
1960,2010-03-14,Raptors,Trail Blazers,98,109
1961,2010-03-14,Timberwolves,Kings,100,114
1962,2010-03-15,Knicks,76ers,94,84
1963,2010-03-15,Pistons,Celtics,93,119
1964,2010-03-15,Nuggets,Rockets,123,125
1965,2010-03-15,Wizards,Jazz,89,112
1966,2010-03-15,Lakers,Warriors,124,121
1967,2010-03-15,Hornets,Clippers,108,100
1968,2010-03-16,Bobcats,Pacers,94,99
1969,2010-03-16,Cavaliers,Pistons,113,101
1970,2010-03-16,Spurs,Heat,88,76
1971,2010-03-16,Hawks,Nets,108,84
1972,2010-03-16,Bulls,Grizzlies,97,104
1973,2010-03-16,Wizards,Nuggets,87,97
1974,2010-03-16,Timberwolves,Suns,114,152
1975,2010-03-16,Lakers,Kings,106,99
1976,2010-03-17,Thunder,Bobcats,92,100
1977,2010-03-17,Pacers,Cavaliers,94,99
1978,2010-03-17,Nets,76ers,97,108
1979,2010-03-17,Hawks,Raptors,105,106
1980,2010-03-17,Knicks,Celtics,97,109
1981,2010-03-17,Spurs,Magic,84,110
1982,2010-03-17,Bulls,Mavericks,106,113
1983,2010-03-17,Grizzlies,Rockets,94,107
1984,2010-03-17,Timberwolves,Jazz,100,122
1985,2010-03-17,Hornets,Warriors,121,131
1986,2010-03-17,Bucks,Clippers,93,101
1987,2010-03-18,Magic,Heat,108,102
1988,2010-03-18,Hornets,Nuggets,80,93
1989,2010-03-19,Pistons,Pacers,102,106
1990,2010-03-19,Thunder,Raptors,115,89
1991,2010-03-19,Bobcats,Hawks,92,93
1992,2010-03-19,76ers,Knicks,88,92
1993,2010-03-19,Cavaliers,Bulls,92,85
1994,2010-03-19,Celtics,Rockets,94,87
1995,2010-03-19,Warriors,Spurs,116,147
1996,2010-03-19,Jazz,Suns,100,110
1997,2010-03-19,Wizards,Trail Blazers,74,76
1998,2010-03-19,Bucks,Kings,114,108
1999,2010-03-19,Timberwolves,Lakers,96,104
2000,2010-03-20,Bulls,76ers,98,84
2001,2010-03-20,Bobcats,Heat,71,77
2002,2010-03-20,Raptors,Nets,100,90
2003,2010-03-20,Warriors,Grizzlies,107,123
2004,2010-03-20,Celtics,Mavericks,102,93
2005,2010-03-20,Bucks,Nuggets,102,97
2006,2010-03-20,Hornets,Jazz,86,106
2007,2010-03-21,Rockets,Knicks,116,112
2008,2010-03-21,Thunder,Pacers,101,121
2009,2010-03-21,Kings,Clippers,102,89
2010,2010-03-21,Spurs,Hawks,114,119
2011,2010-03-21,Pistons,Cavaliers,79,104
2012,2010-03-21,Wizards,Lakers,92,99
2013,2010-03-21,Trail Blazers,Suns,87,93
2014,2010-03-22,Magic,76ers,109,93
2015,2010-03-22,Heat,Nets,99,89
2016,2010-03-22,Rockets,Bulls,88,98
2017,2010-03-22,Hawks,Bucks,95,98
2018,2010-03-22,Raptors,Timberwolves,106,100
2019,2010-03-22,Mavericks,Hornets,99,115
2020,2010-03-22,Spurs,Thunder,99,96
2021,2010-03-22,Celtics,Jazz,97,110
2022,2010-03-22,Grizzlies,Kings,102,85
2023,2010-03-22,Suns,Warriors,133,131
2024,2010-03-23,Bobcats,Wizards,95,86
2025,2010-03-23,Pacers,Pistons,98,83
2026,2010-03-23,Nuggets,Knicks,104,109
2027,2010-03-23,Clippers,Mavericks,96,106
2028,2010-03-24,Magic,Hawks,84,86
2029,2010-03-24,Nuggets,Celtics,99,113
2030,2010-03-24,Timberwolves,Bobcats,95,108
2031,2010-03-24,Wizards,Pacers,82,99
2032,2010-03-24,Jazz,Raptors,113,87
2033,2010-03-24,Kings,Nets,79,93
2034,2010-03-24,76ers,Bucks,101,86
2035,2010-03-24,Cavaliers,Hornets,105,92
2036,2010-03-24,Rockets,Thunder,104,122
2037,2010-03-24,Lakers,Spurs,92,83
2038,2010-03-24,Grizzlies,Warriors,110,128
2039,2010-03-25,Heat,Bulls,103,74
2040,2010-03-25,Clippers,Rockets,99,93
2041,2010-03-25,Mavericks,Trail Blazers,89,101
2042,2010-03-26,Wizards,Bobcats,96,107
2043,2010-03-26,Jazz,Pacers,106,122
2044,2010-03-26,Timberwolves,Magic,97,106
2045,2010-03-26,Hawks,76ers,98,105
2046,2010-03-26,Nuggets,Raptors,97,96
2047,2010-03-26,Kings,Celtics,86,94
2048,2010-03-26,Pistons,Nets,110,118
2049,2010-03-26,Lakers,Thunder,75,91
2050,2010-03-26,Heat,Bucks,87,74
